Date,Address,Postcode,Price,Type,Ownership,NewBuild
2006-09-28,"34 Marlborough Close, Ramsbottom",BL0 9YU,170000,Semi-detached,"Freehold",No
2006-09-28,"7 Ringwood Avenue, Ramsbottom",BL0 9PW,163000,Semi-detached,"Leasehold",No
2006-09-27,"6 Regent Street, Ramsbottom",BL0 9PF,55000,Terraced,"Freehold",No
2006-09-27,"23 Lodge View, Ramsbottom",BL0 0SY,312000,Terraced,"Leasehold",Yes
2006-09-26,"34 Oak Avenue, Ramsbottom",BL0 9UY,145000,Semi-detached,"Leasehold",No
2006-09-26,"Flat 4, The Old Engine House, Square Street, Ramsbottom",BL0 9BE,115000,Flat,"Leasehold",No
2006-09-25,"1 Roseberry Close, Ramsbottom",BL0 9FQ,138000,Terraced,"Leasehold",No
2006-09-25,"24 Dale Street, Ramsbottom",BL0 0NF,110000,Terraced,"Leasehold",No
2006-09-22,"34 Carrwood Hey, Ramsbottom",BL0 9QT,132000,Semi-detached,"Leasehold",No
2006-09-22,"6 Heatherside Road, Ramsbottom",BL0 9BX,115000,Semi-detached,"Leasehold",No
2006-09-22,"104 Albert Street, Ramsbottom",BL0 9EA,139950,Terraced,"Leasehold",No
2006-09-22,"18 Victoria Street, Ramsbottom",BL0 9ED,109000,Terraced,"Leasehold",No
2006-09-21,"15 Cliff Mount, Ramsbottom",BL0 9EP,123000,Terraced,"Leasehold",No
2006-09-21,"26 Vale Coppice, Ramsbottom",BL0 9FJ,279995,Detached,"Freehold",No
2006-09-20,"107 Peel Brow, Ramsbottom",BL0 0AZ,136000,Terraced,"Leasehold",No
2006-09-15,"Flat 3, The Old Engine House, Square Street, Ramsbottom",BL0 9BE,114750,Flat,"Leasehold",No
2006-09-15,"22 Dale Street, Ramsbottom",BL0 0NF,119000,Terraced,"Freehold",No
2006-09-15,"5 Herons Reach, Ramsbottom",BL0 0SZ,74250,Flat,"Leasehold",Yes
2006-09-15,"46 Stanley Street, Ramsbottom",BL0 9JG,136000,Terraced,"Leasehold",No
2006-09-15,"70 Bolton Road West, Ramsbottom",BL0 9ND,114000,Terraced,"Freehold",No
2006-09-15,"1 Croftlands, Ramsbottom",BL0 9SD,148000,Semi-detached,"Leasehold",No
2006-09-15,"99 Ripon Hall Avenue, Ramsbottom",BL0 9TQ,167000,Detached,"Freehold",No
2006-09-13,"29 Spring Street, Ramsbottom",BL0 9JQ,160000,Terraced,"Freehold",No
2006-09-12,"67 George Road, Ramsbottom",BL0 9NN,84000,Semi-detached,"Freehold",No
2006-09-12,"13 Cemetery Road, Ramsbottom",BL0 9PU,105000,Terraced,"Leasehold",No
2006-09-11,"120 Peel Brow, Ramsbottom",BL0 0AU,90000,Terraced,"Leasehold",No
2006-09-08,"38 Fir Street, Ramsbottom",BL0 0BG,100000,Terraced,"Freehold",No
2006-09-08,"4 Merlewood, Ramsbottom",BL0 0HE,125000,Semi-detached,"Leasehold",No
2006-09-08,"55 Market Street, Edenfield",BL0 0JQ,188000,Terraced,"Freehold",No
2006-09-08,"6 Alfred Street, Ramsbottom",BL0 9NZ,148000,Semi-detached,"Leasehold",No
2006-09-08,"3 Annie Street, Ramsbottom",BL0 9PP,135000,Semi-detached,"Leasehold",No
2006-09-08,"42 Ripon Hall Avenue, Ramsbottom",BL0 9RE,310000,Detached,"Leasehold",No
2006-09-08,"22 North Street, Ramsbottom",BL0 0PB,148000,Terraced,"Leasehold",No
2006-09-08,"7 Moors View, Ramsbottom",BL0 9FL,143500,Semi-detached,"Leasehold",No
2006-09-08,"8 Barwood Lea Mill, Grants Lane, Ramsbottom",BL0 9NB,96250,Flat,"Leasehold",No
2006-09-06,"46 Carr Bank Avenue, Ramsbottom",BL0 9DW,305000,Detached,"Leasehold",No
2006-09-05,"25 Square Street, Ramsbottom",BL0 9BE,93500,Terraced,"Leasehold",No
2006-09-04,"258 Whalley Road, Ramsbottom",BL0 0EF,147500,Terraced,"Freehold",No
2006-09-01,"38 Holcombe Lee, Ramsbottom",BL0 9QR,163000,Semi-detached,"Leasehold",No
2006-08-31,"256 Bolton Road West, Ramsbottom",BL0 9PX,147500,Terraced,"Leasehold",No
2006-08-31,"2 Tagg Wood View, Ramsbottom",BL0 9XP,205000,Detached,"Freehold",Yes
2006-08-31,"4 Tagg Wood View, Ramsbottom",BL0 9XP,207000,Detached,"Freehold",Yes
2006-08-30,"23 Major Street, Ramsbottom",BL0 9JH,105000,Terraced,"Leasehold",No
2006-08-29,"17 Meadow Heights, Fir Street, Ramsbottom",BL0 0BN,55950,Flat,"Leasehold",No
2006-08-25,"11 Meadow Heights, Fir Street, Ramsbottom",BL0 0BN,57500,Flat,"Leasehold",No
2006-08-25,"56B Bury Road, Edenfield",BL0 0ET,257000,Semi-detached,"Leasehold",No
2006-08-25,"115 Market Street, Edenfield",BL0 0JJ,199000,Detached,"Freehold",No
2006-08-25,"96 Albert Street, Ramsbottom",BL0 9EA,145000,Terraced,"Leasehold",No
2006-08-23,"1 St Edmund Hall Close, Ramsbottom",BL0 9DE,178500,Detached,"Freehold",No
2006-08-22,"2 Old Ground Street, Ramsbottom",BL0 9BH,93000,Terraced,"Leasehold",No
2006-08-22,"31 Park Road, Ramsbottom",BL0 9RZ,185500,Terraced,"Leasehold",No
2006-08-18,"203 Whittingham Drive, Ramsbottom",BL0 9NY,228000,Detached,"Leasehold",No
2006-08-18,"1 Longsight Road, Ramsbottom",BL0 9SL,55000,Detached,"Freehold",No
2006-08-18,"5 Westgate Avenue, Ramsbottom",BL0 9SS,202750,Semi-detached,"Leasehold",No
2006-08-18,"5 North View, Ramsbottom",BL0 0NX,124750,Terraced,"Leasehold",No
2006-08-18,"67 Bolton Road West, Ramsbottom",BL0 9NU,122000,Terraced,"Leasehold",No
2006-08-18,"13 St Pauls Court, Crow Lane, Ramsbottom",BL0 9BR,209950,Terraced,"Leasehold",Yes
2006-08-18,"45 Heatherside Road, Ramsbottom",BL0 9BX,360000,Terraced,"Leasehold",No
2006-08-18,"64 Stanford Hall Crescent, Ramsbottom",BL0 9FD,154000,Semi-detached,"Leasehold",No
2006-08-17,"6 Rawsthorne Avenue, Edenfield",BL0 0LQ,147500,Semi-detached,"Freehold",No
2006-08-15,"36 Strathmore Close, Ramsbottom",BL0 9YW,225000,Detached,"Leasehold",No
2006-08-14,"1A Dearden Fold, Edenfield",BL0 0LH,239950,Detached,"Leasehold",No
2006-08-14,"14 St Johns Court, Ramsbottom",BL0 9BB,175000,Flat,"Leasehold",No
2006-08-14,"30 Nuttall Lane, Ramsbottom",BL0 9JP,107000,Terraced,"Leasehold",No
2006-08-11,"81 Bury Road, Edenfield",BL0 0EN,137500,Terraced,"Freehold",No
2006-08-11,"9 Durham Drive, Ramsbottom",BL0 9QB,120000,Semi-detached,"Freehold",No
2006-08-11,"269 Hardsough Lane, Edenfield",BL0 0QF,169950,Terraced,"Leasehold",No
2006-08-11,"20 Heath Avenue, Ramsbottom",BL0 9UN,140000,Semi-detached,"Freehold",No
2006-08-08,"13G Crow Lane, Ramsbottom",BL0 9BR,209950,Terraced,"Leasehold",Yes
2006-08-08,"12 Burnside, Ramsbottom",BL0 0LW,200000,Detached,"Freehold",No
2006-08-04,"10 Rochdale Road, Ramsbottom",BL0 0JX,110000,Terraced,"Freehold",No
2006-08-04,"2 Edgar Street, Ramsbottom",BL0 9JT,90000,Terraced,"Leasehold",No
2006-08-03,"124 Bolton Road West, Ramsbottom",BL0 9PD,124950,Terraced,"Leasehold",No
2006-08-03,"8 Royal Gardens, Ramsbottom",BL0 9SB,612500,Detached,"Freehold",No
2006-07-31,"7 Herons Reach, Ramsbottom",BL0 0SZ,74500,Flat,"Leasehold",Yes
2006-07-31,"22 Fernview Drive, Ramsbottom",BL0 9XB,162000,Semi-detached,"Leasehold",No
2006-07-28,"9 Silvermere Close, Ramsbottom",BL0 9WH,220000,Detached,"Leasehold",No
2006-07-28,"15 Moray Close, Ramsbottom",BL0 9YS,200000,Detached,"Leasehold",No
2006-07-28,"156 Nuttall Lane, Ramsbottom",BL0 9LE,156000,Semi-detached,"Leasehold",No
2006-07-27,"93 Bolton Road West, Ramsbottom",BL0 9NU,110000,Terraced,"Leasehold",No
2006-07-27,"17 St Edmund Hall Close, Ramsbottom",BL0 9DE,175000,Detached,"Freehold",No
2006-07-24,"11 Cliff Mount, Ramsbottom",BL0 9EP,123000,Terraced,"Leasehold",No
2006-07-24,"39 Bolton Road West, Ramsbottom",BL0 9NU,212000,Terraced,"Leasehold",No
2006-07-21,"45 Woodlands Road, Ramsbottom",BL0 0LP,114000,Semi-detached,"Freehold",No
2006-07-21,"211 Rochdale Road, Ramsbottom",BL0 0RG,134000,Terraced,"Leasehold",No
2006-07-21,"166 Peel Brow, Ramsbottom",BL0 0AX,124950,Terraced,"Leasehold",No
2006-07-21,"116 Market Street, Edenfield",BL0 0JL,165000,Terraced,"Leasehold",No
2006-07-19,"11 Richard Street, Ramsbottom",BL0 0DZ,103000,Terraced,"Leasehold",No
2006-07-17,"18 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,124950,Flat,"Leasehold",No
2006-07-14,"11 Dale Street, Ramsbottom",BL0 0NF,115000,Detached,"Freehold",No
2006-07-14,"14 Meadow Heights, Fir Street, Ramsbottom",BL0 0BN,62500,Flat,"Leasehold",No
2006-07-14,"18 Caldy Drive, Ramsbottom",BL0 9TY,232000,Detached,"Leasehold",No
2006-07-13,"25 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,124000,Flat,"Leasehold",No
2006-07-12,"33 Garnett Street, Ramsbottom",BL0 9JN,136000,Terraced,"Leasehold",No
2006-07-07,"21 Eden Avenue, Edenfield",BL0 0LG,76800,Terraced,"Freehold",No
2006-07-07,"4 Herons Reach, Ramsbottom",BL0 0SZ,75000,Flat,"Leasehold",Yes
2006-07-07,"93 Kay Brow, Ramsbottom",BL0 9AY,120000,Flat,"Leasehold",No
2006-07-07,"59 Poplar Grove, Ramsbottom",BL0 0BE,132000,Terraced,"Freehold",No
2006-07-07,"9 Bolton Road North, Edenfield",BL0 0HB,135000,Terraced,"Leasehold",No
2006-07-07,"8 Rostron Road, Ramsbottom",BL0 9EE,130000,Terraced,"Freehold",No
2006-07-04,"8 Mary Street, Ramsbottom",BL0 9PB,93500,Semi-detached,"Leasehold",No
2006-07-04,"35 Peel Brow, Ramsbottom",BL0 0AL,124950,Terraced,"Leasehold",No
2006-06-30,"6 Richard Street, Ramsbottom",BL0 0DZ,103675,Terraced,"Freehold",No
2006-06-30,"25 Garden Street, Ramsbottom",BL0 9BG,106000,Terraced,"Leasehold",No
2006-06-30,"2 Old Ground Street, Ramsbottom",BL0 9BH,120000,Terraced,"Leasehold",No
2006-06-30,"2 Crow Lane, Ramsbottom",BL0 9BR,150000,Semi-detached,"Leasehold",No
2006-06-30,"36 Silvermere Close, Ramsbottom",BL0 9WH,147000,Terraced,"Leasehold",No
2006-06-30,"30 Strathmore Close, Ramsbottom",BL0 9YW,194950,Detached,"Leasehold",No
2006-06-30,"4 Carnoustie Drive, Ramsbottom",BL0 9QL,250000,Detached,"Leasehold",No
2006-06-29,"2 Albert Street, Ramsbottom",BL0 9EL,124950,Terraced,"Leasehold",No
2006-06-28,"34 Dale Street, Ramsbottom",BL0 0NF,103000,Terraced,"Leasehold",No
2006-06-26,"3 Dale Street, Ramsbottom",BL0 0NF,105450,Terraced,"Leasehold",No
2006-06-26,"7 Mansfield Avenue, Ramsbottom",BL0 9US,120000,Semi-detached,"Freehold",No
2006-06-23,"29 Cemetery Road, Ramsbottom",BL0 9PU,119950,Terraced,"Leasehold",No
2006-06-23,"78 Peel Brow, Ramsbottom",BL0 0AG,113000,Terraced,"Leasehold",No
2006-06-23,"2 Fern Street, Ramsbottom",BL0 0BA,159000,Terraced,"Leasehold",No
2006-06-23,"4 Major Street, Ramsbottom",BL0 9JH,121000,Detached,"Leasehold",No
2006-06-23,"4 Whittingham Drive, Ramsbottom",BL0 9LZ,243000,Detached,"Freehold",No
2006-06-22,"3 Windermere Drive, Ramsbottom",BL0 9YB,154000,Semi-detached,"Leasehold",No
2006-06-22,"2 Rostron Road, Ramsbottom",BL0 9EE,108000,Terraced,"Freehold",No
2006-06-16,"27 Crow Lane, Ramsbottom",BL0 9BR,195000,Terraced,"Leasehold",Yes
2006-06-16,"19 Raylees, Ramsbottom",BL0 9HW,183000,Detached,"Freehold",No
2006-06-16,"41 Nuttall Lane, Ramsbottom",BL0 9JX,145000,Terraced,"Leasehold",No
2006-06-16,"13 Bolton Road North, Edenfield",BL0 0HB,135000,Terraced,"Leasehold",No
2006-06-16,"10 Mary Street, Ramsbottom",BL0 9PB,96000,Semi-detached,"Leasehold",No
2006-06-16,"306 Bolton Road West, Ramsbottom",BL0 9QF,143000,Terraced,"Leasehold",No
2006-06-16,"12 Avondale Drive, Ramsbottom",BL0 9SJ,247000,Detached,"Freehold",No
2006-06-16,"14 Helmsdale Close, Ramsbottom",BL0 9YR,160000,Semi-detached,"Leasehold",No
2006-06-16,"31 Gincroft Lane, Edenfield",BL0 0JW,125000,Semi-detached,"Freehold",No
2006-06-16,"3 Herons Reach, Ramsbottom",BL0 0SZ,74250,Flat,"Leasehold",No
2006-06-16,"8 Herons Reach, Ramsbottom",BL0 0SZ,75000,Flat,"Leasehold",Yes
2006-06-15,"10 Meadow Park, Ramsbottom",BL0 0QB,342500,Detached,"Freehold",No
2006-06-15,"14 Hawthorn Avenue, Edenfield",BL0 0EY,225000,Semi-detached,"Freehold",No
2006-06-14,"92 Fern Street, Ramsbottom",BL0 0BB,74000,Terraced,"Freehold",No
2006-06-14,"14 Highfield Road, Edenfield",BL0 0LB,123000,Terraced,"Freehold",No
2006-06-14,"114 Bolton Road West, Ramsbottom",BL0 9PD,126000,Terraced,"Freehold",No
2006-06-13,"332 Bolton Road West, Ramsbottom",BL0 9QY,113650,Terraced,"Leasehold",No
2006-06-12,"8 Sunnymede Vale, Ramsbottom",BL0 9RR,250000,Detached,"Leasehold",No
2006-06-09,"25 Alfred Street, Ramsbottom",BL0 9NZ,93950,Terraced,"Freehold",No
2006-06-09,"9 Boundary Edge, Edenfield",BL0 0GX,430000,Detached,"Freehold",Yes
2006-06-09,"87 Dundee Lane, Ramsbottom",BL0 9HG,95000,Terraced,"Leasehold",No
2006-06-09,"15 Falstone Avenue, Ramsbottom",BL0 9LX,139950,Semi-detached,"Freehold",No
2006-06-09,"18 Whittingham Drive, Ramsbottom",BL0 9LZ,172000,Detached,"Freehold",No
2006-06-09,"1 Herons Reach, Ramsbottom",BL0 0SZ,72000,Flat,"Leasehold",No
2006-06-06,"29 Earl Road, Ramsbottom",BL0 9EF,139950,Semi-detached,"Leasehold",No
2006-06-06,"253 Whittingham Drive, Ramsbottom",BL0 9NY,219000,Detached,"Freehold",No
2006-06-05,"5 Spring Close, Ramsbottom",BL0 9SQ,141000,Semi-detached,"Leasehold",No
2006-06-05,"1 Bramworth Avenue, Ramsbottom",BL0 9EJ,195000,Semi-detached,"Freehold",No
2006-06-05,"23 Moorlands View, Edenfield",BL0 0HZ,200000,Semi-detached,"Freehold",No
2006-06-02,"22 Roseberry Close, Ramsbottom",BL0 9FQ,149000,Terraced,"Freehold",No
2006-06-02,"10 Herons Reach, Ramsbottom",BL0 0SZ,74250,Flat,"Leasehold",Yes
2006-06-02,"22 Grant Mews, Ramsbottom",BL0 9AH,155000,Terraced,"Leasehold",No
2006-06-01,"39 Oak Avenue, Ramsbottom",BL0 9UY,277950,Detached,"Leasehold",No
2006-05-30,"2 Montrose Avenue, Ramsbottom",BL0 9TG,164000,Semi-detached,"Leasehold",No
2006-05-27,"Flat, 198 - 200 Bolton Street, Ramsbottom",BL0 9JE,100000,Terraced,"Freehold",No
2006-05-26,"3 Peel Avenue, Ramsbottom",BL0 9NS,90000,Semi-detached,"Freehold",No
2006-05-26,"41 Ramsbottom Lane, Ramsbottom",BL0 9BY,188950,Terraced,"Leasehold",No
2006-05-26,"9 Carr Bank Drive, Ramsbottom",BL0 9DG,184750,Semi-detached,"Leasehold",No
2006-05-26,"38 Eliza Street, Ramsbottom",BL0 0AT,160000,Semi-detached,"Leasehold",No
2006-05-26,"20 Whalley Road, Ramsbottom",BL0 0DE,146500,Terraced,"Leasehold",No
2006-05-26,"28 Hazel Hall Lane, Ramsbottom",BL0 9UP,330000,Detached,"Freehold",No
2006-05-26,"40 Silvermere Close, Ramsbottom",BL0 9WH,154000,Semi-detached,"Leasehold",No
2006-05-25,"215 Whittingham Drive, Ramsbottom",BL0 9NY,290000,Detached,"Freehold",No
2006-05-24,"53 Bolton Road West, Ramsbottom",BL0 9NU,102500,Terraced,"Freehold",No
2006-05-23,"304 Whalley Road, Ramsbottom",BL0 0EP,140000,Terraced,"Freehold",No
2006-05-22,"69 Ripon Hall Avenue, Ramsbottom",BL0 9TQ,242000,Detached,"Freehold",No
2006-05-22,"31 Marlborough Close, Ramsbottom",BL0 9YU,245000,Detached,"Leasehold",No
2006-05-19,"2 Woodside Drive, Ramsbottom",BL0 9NL,107000,Terraced,"Freehold",No
2006-05-19,"26 Dale Street, Ramsbottom",BL0 0NF,109950,Terraced,"Leasehold",No
2006-05-19,"30 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,123000,Flat,"Leasehold",No
2006-05-19,"287 Bolton Road North, Edenfield",BL0 0SA,119950,Terraced,"Leasehold",No
2006-05-18,"81 Peel Brow, Ramsbottom",BL0 0AZ,104500,Terraced,"Leasehold",No
2006-05-17,"28 Crow Lane, Ramsbottom",BL0 9BR,123500,Terraced,"Leasehold",No
2006-05-15,"133 Kay Brow, Ramsbottom",BL0 9AY,118000,Flat,"Leasehold",No
2006-05-12,"8 Eliza Street, Ramsbottom",BL0 0AT,118500,Terraced,"Freehold",No
2006-05-12,"148 Market Street, Edenfield",BL0 0JF,100000,Terraced,"Freehold",No
2006-05-12,"64A Bolton Street, Ramsbottom",BL0 9HX,120000,Terraced,"Leasehold",No
2006-05-12,"8 Henwick Hall Avenue, Ramsbottom",BL0 9YH,340000,Detached,"Freehold",No
2006-05-12,"37 Palmerston Close, Ramsbottom",BL0 9YN,320000,Detached,"Leasehold",No
2006-05-08,"36 St Andrews Close, Ramsbottom",BL0 9LB,59000,Semi-detached,"Freehold",No
2006-05-08,"4 Shilton Street, Ramsbottom",BL0 9NG,117000,Terraced,"Leasehold",No
2006-05-05,"101 Peel Brow, Ramsbottom",BL0 0AZ,90000,Terraced,"Leasehold",No
2006-05-04,"68 Summerseat Lane, Ramsbottom",BL0 9RQ,182500,Semi-detached,"Leasehold",No
2006-05-04,"2 St Andrews Close, Ramsbottom",BL0 9LA,119950,Semi-detached,"Freehold",No
2006-05-03,"41 Hillside Road, Ramsbottom",BL0 9NJ,90000,Semi-detached,"Freehold",No
2006-05-02,"Apartment 18, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,112000,Flat,"Leasehold",Yes
2006-05-02,"Apartment 17, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,125000,Flat,"Leasehold",Yes
2006-05-02,"12 Moorcroft, Ramsbottom",BL0 0LL,179000,Terraced,"Leasehold",No
2006-05-02,"11 Windermere Drive, Ramsbottom",BL0 9YB,177500,Semi-detached,"Leasehold",No
2006-04-28,"52 Victoria Street, Ramsbottom",BL0 9EB,105000,Terraced,"Freehold",No
2006-04-28,"15 Moorcroft, Ramsbottom",BL0 0LL,183500,Detached,"Leasehold",No
2006-04-28,"1 Hardsough Fold, Ramsbottom",BL0 0QN,85120,Terraced,"Leasehold",No
2006-04-27,"Apartment 10, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,100000,Flat,"Leasehold",Yes
2006-04-27,"Apartment 11, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,104000,Flat,"Leasehold",Yes
2006-04-27,"Apartment 5, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,130000,Flat,"Leasehold",Yes
2006-04-27,"144 Bolton Road West, Ramsbottom",BL0 9PD,119500,Terraced,"Freehold",No
2006-04-25,"94 Peel Brow, Ramsbottom",BL0 0AU,20000,Semi-detached,"Leasehold",No
2006-04-24,"36 Dundee Lane, Ramsbottom",BL0 9HL,90000,Terraced,"Freehold",No
2006-04-24,"95 Callender Street, Ramsbottom",BL0 9DU,134950,Terraced,"Freehold",No
2006-04-24,"Apartment 3, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,130000,Flat,"Leasehold",Yes
2006-04-21,"63 Rostron Road, Ramsbottom",BL0 9EE,125000,Terraced,"Leasehold",No
2006-04-21,"Apartment 16, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,106000,Flat,"Leasehold",Yes
2006-04-21,"7 Eden Street, Ramsbottom",BL0 0EU,99950,Terraced,"Leasehold",No
2006-04-21,"8 Stone Close, Ramsbottom",BL0 9QQ,132000,Detached,"Leasehold",No
2006-04-21,"45 Garnett Street, Ramsbottom",BL0 9JN,122500,Terraced,"Leasehold",No
2006-04-21,"39 Hillside Road, Ramsbottom",BL0 9NJ,90000,Semi-detached,"Freehold",No
2006-04-21,"21 Dale Street, Ramsbottom",BL0 0NF,102870,Terraced,"Freehold",No
2006-04-20,"Apartment 1, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,127000,Flat,"Leasehold",Yes
2006-04-20,"18 Holden Avenue, Ramsbottom",BL0 9NR,100000,Terraced,"Freehold",No
2006-04-20,"108 Bolton Road West, Ramsbottom",BL0 9PD,96000,Terraced,"Leasehold",No
2006-04-19,"48 Market Place, Ramsbottom",BL0 9HT,156500,Flat,"Leasehold",No
2006-04-19,"24 Stanford Hall Crescent, Ramsbottom",BL0 9FD,153000,Semi-detached,"Leasehold",No
2006-04-18,"34 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,119950,Flat,"Leasehold",No
2006-04-18,"11 Herons Reach, Ramsbottom",BL0 0SZ,73750,Flat,"Leasehold",Yes
2006-04-18,"22 Nuttall Lane, Ramsbottom",BL0 9JP,83000,Terraced,"Leasehold",No
2006-04-13,"Apartment 2, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,107000,Flat,"Leasehold",Yes
2006-04-13,"Apartment 12, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,120000,Flat,"Leasehold",Yes
2006-04-13,"Apartment 15, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,120000,Flat,"Leasehold",Yes
2006-04-13,"2 Liddington Hall Drive, Ramsbottom",BL0 9YJ,350000,Detached,"Leasehold",No
2006-04-13,"45 Bolton Road North, Edenfield",BL0 0HB,107000,Terraced,"Leasehold",No
2006-04-13,"6 Oaklands Road, Edenfield",BL0 0LR,125000,Semi-detached,"Freehold",No
2006-04-13,"13 Dale Street, Ramsbottom",BL0 0NF,85000,Terraced,"Freehold",No
2006-04-13,"12 Herons Reach, Ramsbottom",BL0 0SZ,68500,Flat,"Leasehold",Yes
2006-04-12,"Apartment 4, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,99000,Flat,"Leasehold",Yes
2006-04-12,"91 Peel Brow, Ramsbottom",BL0 0AZ,113000,Terraced,"Leasehold",No
2006-04-10,"4 Dale Street, Ramsbottom",BL0 0NF,91250,Terraced,"Freehold",No
2006-04-10,"2 Hazel Hall Cottages, Ramsbottom",BL0 9UR,188000,Terraced,"Freehold",No
2006-04-10,"161 Bolton Road West, Ramsbottom",BL0 9PJ,157000,Terraced,"Leasehold",No
2006-04-07,"213 Bolton Road West, Ramsbottom",BL0 9PS,92500,Terraced,"Leasehold",No
2006-04-07,"41 Stubbins Street, Ramsbottom",BL0 0NL,118500,Terraced,"Freehold",No
2006-04-07,"2C Lodge View, Ramsbottom",BL0 0SY,246000,Flat,"Leasehold",Yes
2006-04-07,"2 Herons Reach, Ramsbottom",BL0 0SZ,75500,Flat,"Leasehold",Yes
2006-04-07,"79 Kay Brow, Ramsbottom",BL0 9AY,105000,Flat,"Leasehold",No
2006-04-07,"99 Dundee Lane, Ramsbottom",BL0 9HG,200000,Detached,"Leasehold",No
2006-04-07,"15 Major Street, Ramsbottom",BL0 9JH,119950,Terraced,"Freehold",No
2006-04-07,"2 Cheshire Court, Ramsbottom",BL0 0BL,190000,Detached,"Leasehold",No
2006-04-07,"84 Longsight Road, Ramsbottom",BL0 9SZ,205000,Semi-detached,"Leasehold",No
2006-04-05,"25 Oaklands Road, Edenfield",BL0 0LR,124000,Semi-detached,"Freehold",No
2006-04-04,"100 Bolton Road West, Ramsbottom",BL0 9PD,110500,Terraced,"Leasehold",No
2006-04-04,"41 Bury New Road, Ramsbottom",BL0 0AR,270000,Detached,"Leasehold",No
2006-04-04,"3 Richard Street, Ramsbottom",BL0 0DZ,99950,Terraced,"Leasehold",No
2006-04-03,"33 Bury Old Road, Ramsbottom",BL0 0RY,145000,Terraced,"Freehold",No
2006-03-31,"81 Bury New Road, Ramsbottom",BL0 0BZ,185000,Semi-detached,"Leasehold",No
2006-03-31,"13 Stretton Road, Ramsbottom",BL0 9SX,184000,Semi-detached,"Leasehold",No
2006-03-31,"41 Lansdowne Close, Ramsbottom",BL0 9WE,245000,Detached,"Freehold",No
2006-03-31,"1 Maybury Close, Ramsbottom",BL0 9WG,169950,Terraced,"Leasehold",No
2006-03-31,"46 Nuttall Lane, Ramsbottom",BL0 9JP,115000,Terraced,"Leasehold",No
2006-03-31,"5 Annie Street, Ramsbottom",BL0 9PP,137000,Semi-detached,"Leasehold",No
2006-03-31,"Apartment 6, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,72000,Flat,"Leasehold",Yes
2006-03-31,"Apartment 8, Garden Court, 53 Garden Street, Ramsbottom",BL0 9FW,72000,Flat,"Leasehold",Yes
2006-03-29,"1 Tagg Wood View, Ramsbottom",BL0 9XP,249995,Detached,"Freehold",Yes
2006-03-28,"10 George Road, Ramsbottom",BL0 9NQ,84210,Semi-detached,"Freehold",No
2006-03-24,"17 Church Close, Ramsbottom",BL0 9HS,139000,Terraced,"Leasehold",No
2006-03-24,"12 Whittingham Drive, Ramsbottom",BL0 9LZ,170000,Detached,"Freehold",No
2006-03-24,"13 Oaklands Road, Edenfield",BL0 0LR,135000,Terraced,"Freehold",No
2006-03-24,"26 Whalley Road, Ramsbottom",BL0 0DE,106000,Terraced,"Leasehold",No
2006-03-24,"23 Tagg Wood View, Ramsbottom",BL0 9XP,241000,Detached,"Freehold",No
2006-03-24,"38A Longsight Road, Ramsbottom",BL0 9SN,270000,Semi-detached,"Leasehold",No
2006-03-23,"80 Market Street, Edenfield",BL0 0JL,147500,Terraced,"Leasehold",No
2006-03-17,"10 Grant Mews, Ramsbottom",BL0 9AH,157500,Terraced,"Leasehold",No
2006-03-17,"51 Rostron Road, Ramsbottom",BL0 9EE,83300,Terraced,"Leasehold",No
2006-03-15,"2 Stubbins Street, Ramsbottom",BL0 0NJ,97500,Terraced,"Freehold",No
2006-03-15,"5 Lawrie Avenue, Ramsbottom",BL0 9NW,90000,Terraced,"Freehold",No
2006-03-15,"25 Tagg Wood View, Ramsbottom",BL0 9XP,241000,Detached,"Freehold",Yes
2006-03-14,"9 Eden Avenue, Edenfield",BL0 0LG,90000,Terraced,"Freehold",No
2006-03-13,"4 School Court, Ramsbottom",BL0 0SD,113000,Semi-detached,"Freehold",No
2006-03-10,"58 Peel Brow, Ramsbottom",BL0 0AG,173500,Terraced,"Leasehold",No
2006-03-10,"95 Peel Brow, Ramsbottom",BL0 0AZ,111000,Terraced,"Leasehold",No
2006-03-10,"48 Bury New Road, Ramsbottom",BL0 0BY,232000,Semi-detached,"Leasehold",No
2006-03-10,"25 Smithills Hall Close, Ramsbottom",BL0 9FF,55000,Detached,"Freehold",No
